2857	3595	19609
656	3609	10885
3008	4009	22586
2309	4828	17450
4949	4741	2669
1375	686	31288
4638	1434	25656
2432	3029	3075
2785	3377	10464
4149	271	25252
572	3513	21290
2305	3485	4197
4824	2142	575
4292	857	31424
2983	1965	8028
3218	3789	8222
3824	4360	16656
1136	2941	10302
3052	1372	31594
1705	857	17268
4541	2458	13017
4707	3430	21310
620	1254	19846
1529	4407	26248
3712	4413	16262
4912	2817	30153
3658	4410	31497
3196	2962	14102
4275	801	21061
4276	1396	24883
3239	1705	13488
1297	2027	29557
3817	1966	9110
4008	1997	18953
544	1236	14759
3953	450	29302
3021	637	1445
1329	2571	24176
4357	4616	17375
821	4993	3751
4525	205	4128
2405	3091	22855
3516	4234	25528
2580	2074	31565
4408	318	16506
3838	1106	20048
1574	2775	795
2966	526	5796
1858	2968	15966
2845	751	2987
3793	1574	23005
2646	4224	11102
4824	2410	19451
816	4429	29496
2276	1759	12026
4140	1633	9646
772	3710	13467
505	4619	13641
131	396	13793
883	3542	24820
4498	1264	29532
3312	2416	12089
139	2815	13509
4562	2833	10025
4137	4700	24637
3863	2667	25510
3607	3902	12014
2356	746	26110
574	455	15573
340	89	16453
4894	2099	17785
737	4597	25205
706	3656	25190
2917	2566	25554
560	696	22534
828	859	13955
4684	3807	20462
680	1419	25416
2555	2784	5963
2521	3720	1729
609	1997	24543
4438	2500	26024
3654	3043	18767
4188	614	12090
1344	868	14540
1638	4353	23849
2528	3011	3305
1511	2689	4016
1036	4033	7234
172	140	21616
3789	2109	28340
2282	4199	13406
1604	1624	29311
3717	170	26011
809	161	28645
3730	3666	31633
4926	854	5750
1995	3196	9279
3392	923	22157
4910	334	22780
2433	3094	10841
61	3473	27881
1233	2241	27099
1744	3253	22551
2338	2868	26173
4364	4019	12763
1175	4823	3895
4039	4883	11088
4403	3583	7400
654	1843	3884
4466	3219	24260
4068	3158	30060
596	2212	26816
60	4799	6863
1425	3444	4713
4445	1089	31798
4837	4856	12693
2241	4524	29914
4160	1244	24573
554	1576	31413
2471	1257	3630
4517	566	19116
4959	3214	4731
2168	2498	24202
4314	215	31706
751	1280	251
2731	1095	29791
2513	4487	2149
2971	4561	6588
3603	833	14469
658	683	28887
2883	4199	27609
1639	978	5011
1339	541	18144
2861	1330	16765
3169	3932	13617
4950	819	20356
3800	1250	2285
2718	3311	30429
904	3486	23166
4688	4417	6921
1691	2431	3329
4633	955	7673
1408	2861	21838
4773	1881	10032
3758	3265	14843
4861	1350	4038
1760	1016	17641
805	924	31487
2814	4076	10585
1267	592	19686
2054	3570	20117
866	4005	7940
859	3312	14768
1045	3441	16034
435	3147	28544
3197	2697	14869
3899	2055	30527
2604	4752	18865
834	2384	10458
3337	3791	24158
4667	2458	200
2407	1382	28704
886	959	118
225	4277	23982
17	701	603
588	1503	19389
4847	1082	9575
833	4992	23055
1044	117	31753
3927	4915	7048
1021	3043	31454
4064	1049	31166
3527	1729	18074
3709	4476	11493
4363	938	23429
2627	3246	9692
3913	1960	621
3111	4582	1573
1313	2007	9684
3628	3061	25621
738	2002	651
1270	4813	23126
4098	4131	12115
15	4950	11574
3116	4344	23195
4939	990	14922
966	1204	25300
3275	304	15394
2425	3786	31439
1167	613	10676
971	1323	17708
2137	2610	29085
2652	4244	3006
1678	3297	4994
2482	4969	879
2170	237	18772
4554	530	9600
69	3243	3900
4783	2378	2686
4033	2276	30346
4297	4117	12256
1610	746	18669
2332	3816	22047
4786	1401	5986
28	3210	3379
3218	433	12470
4012	529	22151
4209	686	22608
2112	3400	15842
4599	1028	22102
2181	1197	1316
1722	2344	18410
4790	1965	20930
2054	3616	8178
2128	334	19863
3911	1636	16002
2978	2351	6098
3342	3757	15239
1009	3290	23946
4773	4043	18430
28	4755	27399
2747	3126	13692
4593	4322	6472
3797	1395	23406
1661	4777	30831
1793	3770	9763
1925	3503	4198
1936	4221	18490
656	3184	25485
3548	4993	15631
1466	1818	6696
3561	4127	13926
4891	2297	27804
510	4047	27889
1368	1683	14234
870	975	9131
4535	830	23448
2407	4596	24127
3424	3081	2166
1567	2564	1654
1433	4115	26199
3202	1119	2865
3964	1811	28429
1505	1615	15616
1807	3170	12654
4756	181	30528
1140	4340	2689
1587	3434	25547
4897	179	30513
2573	958	3217
4422	1874	23851
4855	2072	18467
1990	4505	19976
856	1132	31107
4118	3514	3490
4917	3266	1008
4369	3725	23145
3442	2527	7390
617	4292	441
4328	4713	8087
2873	384	23606
475	1199	9302
764	1031	11407
2476	4794	22754
3563	4599	12953
668	3099	22988
551	98	1985
3051	2134	26724
922	4599	30622
4158	2681	29088
56	2728	20533
2610	4231	10047
2785	2215	15719
969	562	27544
236	2461	17367
1978	2132	27724
2889	2981	6763
4212	1618	20034
3920	1666	9115
4253	3564	26692
1593	2615	29184
415	2006	6502
2700	851	4301
3586	4332	18998
1750	1264	28880
722	1554	9969
3838	965	23617
708	849	6473
566	1676	21693
4364	306	16858
3482	4937	29200
4277	2815	14662
1488	670	23247
3478	151	19966
3790	1254	31560
2292	740	857
4532	1435	3093
4954	3987	29828
3970	3897	21952
1209	4744	30100
676	467	31935
1121	3266	779
1076	1960	2129
2095	1425	14739
2877	893	4034
3141	259	21303
880	4040	19994
2902	4693	10219
2537	3029	11804
1801	1724	20272
432	4971	24806
1883	3253	10128
4531	3507	10287
2014	2810	5698
143	3809	28032
3329	4530	4135
3906	4036	7212
4847	679	13672
3180	3313	27152
4051	2616	9627
4577	2611	23923
4691	122	8507
149	2506	12927
4359	2804	8028
2921	1106	18202
2593	4672	26974
4777	2564	2759
3932	3368	31580
304	3995	22430
4104	4730	11914
1919	3002	1920
1138	1774	25672
2798	2084	14940
4306	3431	5204
404	4869	18545
2342	4134	20111
1019	3400	18601
3463	2612	10470
2447	3837	2552
390	1160	16982
3728	4737	21824
2551	2244	5379
4461	2444	20503
367	4773	16419
4507	4095	12108
1913	1384	10234
3580	3196	18758
1384	3988	16812
385	1531	7052
4922	470	12506
481	4466	7283
3113	2135	26439
4371	2602	13934
26	1853	1209
4941	51	15274
4242	3814	17547
248	3646	4725
211	4413	3161
4537	948	31280
3953	1165	7987
4259	1832	23997
4063	4159	19973
4649	2683	12571
699	1852	29548
712	590	4152
3110	3995	2275
1558	2027	2048
4236	3397	16659
4865	192	30481
190	1277	3203
682	484	21108
412	1300	21237
3424	3239	24942
1502	1831	20091
3596	3685	28924
3320	4750	10133
3382	606	9959
4885	2022	1037
120	3155	26465
4494	3017	30467
3995	2266	549
849	1482	14856
3062	3590	16663
4889	1099	264
313	1737	2568
3455	3465	15454
4066	4864	10011
1282	1237	20195
4318	575	13338
3794	453	26953
3528	461	22968
4810	4089	10592
98	147	26963
2158	1926	19602
355	3098	8803
4398	1006	12337
4738	1571	7035
83	4951	18381
125	4051	20232
2076	3958	1854
784	2267	2237
186	2102	11518
1346	2822	14908
4086	4506	24714
1583	3202	25709
3960	3044	26111
35	1588	21578
170	3842	6948
3771	4547	27533
4468	4686	2680
3515	4543	18780
1264	3119	31151
4667	671	22081
1552	4936	13179
2581	3528	2059
2819	3705	22299
549	3855	29848
1117	1517	29024
1807	2905	20624
2178	425	10465
3666	1424	2471
4684	2674	6279
639	4662	27291
1381	2910	4292
3691	428	13433
1871	1000	21770
956	3059	26560
4216	2190	20751
3263	4866	31628
4483	1018	18067
3276	2717	25142
2432	4514	12662
2412	2924	1556
320	3864	24915
1636	615	6492
4960	461	1611
287	612	26831
2351	4831	2214
2144	679	476
1659	3072	6908
3041	4233	4198
4902	4057	24024
4894	676	2930
155	1680	6199
4516	2648	23760
2691	1877	6453
2910	637	28982
293	162	26678
1443	3512	23242
881	1887	2226
3083	1826	17574
4077	3636	23139
1260	4772	10829
1640	4738	12502
647	915	2290
2641	2196	28715
4608	3806	29148
480	1130	28818
409	1736	5920
2292	4539	4512
2514	4286	19483
2360	3163	29289
1786	4233	20590
1679	2916	8092
3138	256	14218
1337	4758	12157
2337	1818	13293
1820	3933	2819
1025	1784	16956
1206	2817	6593
4665	221	2423
1900	1685	25489
3708	2297	7128
4403	351	3569
4474	1510	13794
4118	2270	268
1313	3456	13722
923	2841	3646
3877	181	24812
1801	3697	9972
401	1012	29952
3147	4409	10390
2235	4220	14051
161	2639	19953
2135	2084	27606
1624	325	1663
4813	2915	20567
2721	454	31296
4031	2569	2389
2639	4489	12734
2118	2048	30384
4140	2593	26809
2357	806	15589
4621	4721	28879
3443	4606	25839
4632	1039	30175
3987	2219	2292
1575	1610	3745
4475	1320	12716
3224	3838	19422
4578	2288	2322
1854	509	26038
4758	3177	12390
948	4981	28925
4329	4658	17230
2534	1328	9610
168	24	1685
3940	1290	20382
2440	4585	15681
1742	2309	29681
3982	1735	10370
3528	2391	17626
4606	2505	11292
3107	4978	6356
1926	3840	6919
422	1315	11593
1233	4825	11427
822	1298	22544
105	3209	19046
152	2926	19192
796	3058	1116
3293	4474	8146
2379	3384	8034
466	792	11628
4504	1768	1071
3929	321	21786
1699	97	9914
2521	4132	10812
53	559	12521
3537	3309	7853
322	4375	22492
1967	3269	9071
4598	4207	28759
3608	2916	20732
4963	427	27433
1640	2276	15738
3988	2326	11231
4244	1000	23981
629	4218	9264
1791	2682	700
4784	6	9290
189	2094	20025
1187	517	1751
1332	80	14637
1722	4609	28348
3330	2123	21137
622	4981	9127
807	2314	2559
3738	3714	20748
2055	2220	2637
1700	1740	16439
2248	3888	1226
2616	4379	15765
1468	3150	31817
1621	505	15858
4000	1988	29287
3812	2344	25286
2772	1816	17683
1320	3963	6847
1596	2246	20362
3703	3293	21358
893	3579	28909
819	316	30743
1594	3705	21371
4851	2842	15726
2212	2175	3089
2145	2334	19376
2810	328	5741
2915	4957	16137
3067	2346	23451
2044	1120	15736
3206	2872	28451
48	4093	20831
1347	219	1581
2914	186	6575
3142	827	12596
2341	4898	8867
3712	1011	30691
3495	324	18616
4634	3877	25853
4384	3036	15248
4166	2826	30998
3844	2811	27735
2157	4506	17422
319	1095	1326
2435	3426	25383
4267	972	21020
3861	1777	26071
151	735	7700
2563	3555	22724
2555	332	30017
3552	2230	12601
898	2961	28175
4574	3199	20369
2430	2833	24274
407	2437	5613
1046	973	30268
3279	1097	9967
3974	1392	29034
4619	4174	18121
698	384	3412
1303	4905	24896
577	4960	9605
2484	2824	27562
462	2882	11041
1345	1558	3305
132	1547	10179
4923	3420	30234
3287	2101	25152
3155	355	11002
1356	825	9990
3421	2424	17487
2133	1247	1984
3919	2714	6
1119	3282	27416
760	1986	5149
2584	914	10584
582	2398	13548
2630	4905	29495
1866	2549	2352
1688	783	10430
3215	1715	14194
1557	1026	13108
2308	610	5086
4494	1867	15982
4901	2562	17001
2490	1030	15852
99	4400	31261
4081	3875	26547
2825	3650	3312
1110	4793	23862
2294	4315	6418
268	2541	732
3448	4869	2892
1619	4134	1785
4464	2456	20669
344	1436	12927
1270	2392	7072
4948	871	22945
34	791	29549
4561	1995	20360
4888	4973	1504
2776	3858	9736
4150	596	18975
3970	2609	12395
2631	4015	20042
4725	2965	11761
1275	875	28353
2663	4217	13398
2451	3825	6737
3639	997	29424
4984	1573	3665
1190	923	20076
3380	185	27978
1682	1172	15940
4733	3345	30331
2610	1046	28224
3307	840	31445
1894	3847	30305
19	1471	21375
2957	1477	12662
3813	1713	6766
2506	4174	13727
2920	4676	7353
640	2346	4598
4242	177	3718
3463	1301	28750
3379	2222	25256
2457	649	13633
2239	4312	15887
3901	3137	12426
4538	3822	10061
1540	3031	31200
2271	3896	12077
4257	4814	15765
3887	1509	2714
1885	4537	3168
2924	149	29952
1573	2318	22383
4298	1743	14661
2512	2159	29672
913	4977	29441
2214	1070	13199
2873	4543	19755
4082	868	17106
4877	2013	5891
3334	472	1834
72	721	4636
409	2810	18980
3129	3133	4554
1194	1736	21531
2932	4741	2412
4402	1973	7282
2063	3176	8932
4424	4712	14364
2280	674	14036
2262	3043	21847
3108	3540	1029
3864	24	28211
4587	4800	7065
1632	4612	23828
4113	2957	20598
532	3865	25519
1403	2919	21445
229	2304	11309
4418	1990	12106
1741	3050	9967
3955	501	23699
4595	839	31590
2820	3245	6530
498	4504	5780
1350	959	24262
111	636	17793
744	4314	4434
4616	1589	5073
2368	288	14645
404	22	2368
2903	3048	6663
1281	3789	7153
407	2517	27177
1276	108	10770
1469	2722	20468
3322	540	19400
2701	1813	14037
1135	1037	17716
2935	4660	17720
844	3115	12181
4985	4070	19449
423	87	18836
1057	1863	23927
1511	3662	20448
225	4583	5055
768	4132	15818
1297	565	24268
2151	4404	17570
4862	501	26394
2991	899	21677
2404	3311	8730
1283	429	27034
3642	968	12620
3116	1498	4498
2003	969	7022
2992	2717	17771
2897	3858	26402
1367	1262	18064
2146	65	26039
907	971	8462
808	3691	14018
2995	948	18409
4370	4803	24289
3530	3151	25357
4842	2427	3626
2509	2863	24457
4063	4558	3555
2687	3069	6317
2493	2241	17206
3806	1528	28978
3122	3239	20197
4145	2581	20941
3886	1999	1087
2149	2392	26773
3437	4581	18982
161	4711	12154
3446	386	25500
911	4210	17588
1353	1246	9717
3337	4310	17625
3363	3460	10062
1407	533	20843
4132	2238	24801
2207	174	7204
213	221	8275
1473	466	12761
3863	3997	7462
290	84	19313
2186	3443	18350
2979	3206	646
3452	2242	4440
3766	3800	10368
2208	2368	25272
1370	3991	1406
3067	2736	15836
719	2993	2608
2259	3924	7015
4780	161	15814
3492	4181	8758
4755	1389	9970
4778	13	11908
3564	1101	20630
3539	355	24284
4693	2707	64
4474	1906	16873
1531	2504	3305
693	4020	1633
3900	1148	1284
2263	1964	9704
4199	4893	31604
3991	3696	22592
2510	158	10114
3813	2164	23066
4278	1763	6001
1600	4785	31186
3659	4254	27922
2791	1811	16409
948	3882	8931
1465	1106	19839
1222	2474	31754
4112	3698	10664
1503	2361	6107
3010	1440	31365
2309	3718	10040
387	3922	29473
828	2634	18679
171	3317	6178
1762	746	30766
4869	1828	13403
1150	476	26396
4536	2301	13714
1588	487	2954
4956	453	27472
2882	387	29674
4229	262	2524
2165	852	3427
152	4247	25633
2485	156	13543
1084	4513	16619
2625	1151	13834
834	2675	5742
117	659	17236
4531	1274	3168
1830	1233	8020
57	1128	31752
909	496	7554
4174	3581	21783
4315	2027	31820
3555	2002	14029
140	1400	19782
2695	3532	8407
4377	225	11402
2600	845	7517
392	4119	11233
4239	1559	30262
203	4316	25775
2796	4200	11952
1604	1995	6199
4471	793	15540
2272	826	212
4081	1987	5033
4589	425	29539
2329	3349	24025
4250	2670	23346
528	295	22288
484	2304	23845
1824	3341	25306
1810	829	3385
823	2812	4436
3125	503	30139
3172	4890	15968
3573	330	30660
1041	1477	8026
1211	1242	5821
2062	560	22763
2218	4323	20944
271	4410	23136
3078	2046	28989
998	3094	3927
4582	1074	29022
321	1392	18781
2695	3513	26311
1154	1219	10047
3804	2331	18677
4167	181	27248
1221	357	14560
2394	326	6114
1977	620	11736
751	749	4787
731	275	3800
3171	1745	14133
2838	2759	15834
2247	3780	27011
1784	3478	23398
819	1703	18256
761	2064	5747
3429	408	18462
519	3444	24130
1844	1816	28670
3654	913	8948
886	4093	11323
3092	1379	2723
4400	3789	11328
1268	4849	29028
221	951	28163
4291	2084	24513
4623	2962	23643
4522	4911	29804
2953	4809	17246
2605	2903	19588
293	349	12501
2792	3491	18776
2515	3396	352
1129	857	22766
2981	4374	762
3822	392	13053
2405	603	18902
3272	1070	26822
1380	2695	27212
3257	3680	15304
2217	4429	30343
3687	1180	16409
1573	4404	4631
4535	307	5745
4607	3998	20887
3135	72	28567
1050	703	16687
336	604	8567
4841	4517	9723
1356	4196	20507
1889	2205	22340
3675	523	11374
2958	3185	4151
2182	445	14106
2207	1900	22570
2731	3090	8933
613	2079	29896
2325	1567	10381
4424	3111	5580
237	2912	5053
1236	3007	3645
4179	4768	23739
2535	2432	16133
4720	1099	5884
4515	2323	1074
2236	3996	10870
285	725	2612
4738	418	14704
7	1387	8958
4082	3291	19437
2413	3254	21653
2941	4288	27047
1581	2188	28682
4780	3401	24320
1332	249	18888
2467	4745	25106
3753	4104	16065
4226	2598	21765
2377	744	8325
2006	2362	23203
882	4824	30407
1377	3238	22061
3686	2656	6559
4979	4285	14752
2772	2414	29596
4288	2268	30218
4348	1705	18006
1809	3318	3013
1216	2650	15303
4003	153	14161
4180	180	30970
4941	2176	26033
3774	2058	13499
3974	716	22101
1865	1277	19329
1209	2332	20072
315	2739	1257
3559	641	438
1957	4519	9844
2910	2632	18316
2424	4895	20018
415	1432	2100
2522	1955	8668
315	4780	25544
1472	3536	11667
4541	4826	31379
1574	1180	21731
747	2860	3954
1839	3731	1428
4270	129	17122
3681	589	23585
4052	3638	12791
3267	3595	5114
1521	2678	10311
2525	4805	10115
3162	2903	11486
3216	2249	24657
1018	1687	28937
4768	4711	8584
712	1075	17408
333	3955	934
72	1486	3523
193	3568	14336
1543	526	28093
1920	2645	30901
4611	4597	13232
3635	3679	20698
2681	2062	3725
1659	4198	19807
3984	3502	272
2869	3326	5099
644	4719	11670
200	1986	18399
4374	4220	1272
819	32	16855
414	471	28522
3688	3417	4195
2649	3243	21870
3985	1748	7715
4833	2090	19591
4033	3863	21638
4890	4076	7072
2447	2232	4050
4320	3091	2530
657	2101	6175
3778	1314	690
4961	1522	25729
3428	1324	10876
1319	2954	19533
2387	2789	12995
1232	3165	3238
2054	821	406
2922	3551	8991
4643	791	19937
1385	2373	22628
1048	2315	17781
970	872	19394
3056	965	9259
1907	4421	7628
2474	3562	5001
1871	4048	1772
548	1878	29918
2601	3257	31680
408	1379	29460
2239	1966	10668
3619	529	17048
4906	3070	31552
1695	4594	9148
2316	248	12447
3531	1535	13039
1834	885	17348
1698	2709	9708
2029	1788	21265
743	532	11945
4884	583	16643
3864	3592	26115
161	4810	9043
4986	4000	30833
2961	3283	474
3185	4490	26979
1098	118	29105
2442	2920	6805
719	3982	11198
1186	2390	24996
4086	2442	13438
1311	3666	12257
1746	3847	26507
743	4535	30940
3590	1630	31055
570	2059	22721
2362	4815	23516
2367	3238	15205
3211	4470	26771
1911	1162	2473
606	4839	22602
2057	3025	19518
3489	1174	23389
1555	2394	19449
419	252	24202
4905	469	27039
154	1216	23441
4144	3916	653
1397	4234	8957
130	3968	28866
863	2334	957
1635	1624	6011
1464	3126	30038
2599	1609	19636
4430	2503	10306
108	1575	10884
383	3382	509
2419	962	11254
1303	2578	31246
1703	258	28158
244	138	1987
1222	1145	24735
4691	3572	21494
191	1693	10258
2814	4154	19347
2859	851	6726
2700	2817	3888
4444	2157	29115
1203	299	7144
3797	203	6416
356	3951	31497
2835	1851	18132
4422	4632	9940
3808	4501	23235
545	89	9924
2694	4132	19965
61	2233	22899
2595	1001	6845
55	2270	28336
997	2417	23929
2488	4980	24468
4799	4313	13329
3054	318	27753
4172	3185	20952
55	4320	31529
4853	3528	30167
4798	2004	9162
1111	2337	27194
4995	1947	17993
3134	2038	6629
1319	1277	3293
900	2716	18036
4507	3086	2815
3637	3368	20930
1210	368	20109
1901	3168	24046
3878	571	28893
4049	86	25174
2563	208	731
1217	2664	11644
1154	4139	403
3939	4794	18855
2709	1447	24204
4872	4499	12936
3356	1654	23727
1502	2290	13738
3791	650	10837
3169	4441	4254
223	3620	4826
2422	1805	13492
1265	1769	17521
641	891	22115
980	1880	14900
1233	235	18795
3451	4181	6492
2201	778	24885
3027	1551	6340
1655	3721	8427
1250	4276	22111
3686	2191	9093
187	3752	11597
4081	4474	3254
4989	3964	18512
4655	4034	21349
3925	3049	6899
42	267	12074
2841	4154	27132
2723	1133	20092
1873	1405	6665
3572	4570	17158
4975	1327	5847
503	1236	5742
3417	3822	30961
2107	4538	622
4875	1190	10944
104	2669	16210
4547	599	30614
8	1696	16021
2546	2319	15970
3654	23	6264
2849	1056	18356
1366	2923	14801
43	4973	9502
3105	4522	5574
1498	579	10314
4944	2499	27495
3964	3632	14925
3131	1796	14244
3095	1899	10777
53	1139	15417
4136	3980	6910
2505	2490	12884
2371	2973	13673
4044	2855	1165
1568	1477	3754
1138	209	29123
2465	1169	3478
2236	593	23354
1073	4913	8269
699	3229	13397
456	3333	31654
1425	600	26527
2557	4542	30926
1780	4295	15262
414	401	30110
1686	1679	22845
4791	2757	18385
128	4524	7318
1225	4741	31987
817	4609	3768
498	1887	5142
1321	4744	13848
4688	1301	18228
1067	2206	30504
2825	1011	5616
685	1973	31749
1307	1012	17361
2724	1463	2797
2122	2758	11469
1457	2347	31431
200	509	3637
4613	3922	2280
1165	3625	17761
4176	2899	19662
420	2032	5652
722	2356	31156
4646	2054	9727
2520	1078	5235
3202	4797	24079
1449	2505	11336
3620	4634	16643
1798	1792	29041
2821	3893	5302
3464	1127	5136
2781	1436	31760
552	756	25110
634	424	16422
4421	3239	20820
3635	3498	24405
87	3480	29225
2775	1537	27417
3935	3299	3662
894	4369	28826
2417	58	21252
4163	4369	2583
1482	2314	30177
4640	2013	2852
1946	712	13427
4813	331	10605
691	1045	24473
4498	4283	13859
4708	2782	20449
1693	1129	11483
1722	3669	31443
3371	707	22862
2283	2198	25624
1437	2500	19151
107	2533	21903
3237	699	17242
2253	2726	14029
795	3003	2627
4955	2247	29687
2531	2410	10094
2578	3506	17769
2820	1763	23307
812	3170	15567
421	1772	3780
4945	2751	6595
1047	4262	25693
2814	4134	13153
2911	2773	5470
340	4058	23177
3861	882	12994
2258	2892	20209
1262	1672	3910
614	1581	21533
661	1701	14389
791	397	24714
1159	4346	27844
1232	4583	8254
193	1536	7975
2141	4592	12614
3703	462	26475
2627	1254	6278
837	439	5305
2075	136	2451
3780	1114	15073
340	3566	30223
3085	1507	28239
2861	4357	14696
4171	1814	4157
1609	593	22627
4296	2632	31597
2243	3794	12732
1383	2914	12138
1084	4019	16694
1916	3608	1215
732	3424	28145
2103	3626	30988
907	1263	22759
3892	2348	7248
4730	2129	6071
3029	4560	8835
3817	2646	26829
3083	828	16719
1136	3239	26062
3540	1373	17580
2757	2	21574
2953	2901	243
2602	4668	14365
1360	2277	22274
1807	1230	22408
4434	160	15520
3127	4321	23077
1398	4255	27001
796	475	4687
1451	4427	5480
879	1222	24540
1857	563	19462
2806	492	10131
3181	2619	30448
3701	1460	20806
1670	4411	11985
3679	4859	8203
2778	585	8970
4673	3374	15534
2187	2844	27156
1370	927	20008
1104	2429	8575
3513	4912	28736
3459	141	6650
4672	148	5047
1817	3788	19640
3527	352	7098
3843	994	15481
1044	3660	31904
1435	1139	13329
3167	4858	18354
4990	4740	1816
4953	811	2878
1667	2461	7373
415	3634	13170
609	1473	29671
4739	1975	11823
267	105	19682
4382	4489	3962
1015	1083	29914
4231	2371	24314
4498	307	21240
2459	3274	881
2416	3052	31287
2577	4543	14749
4725	2936	28253
2575	748	21640
3826	3807	5161
3693	1339	31904
4892	1290	17483
2515	146	29357
2795	688	26120
4111	692	4652
1555	702	4926
2046	2001	16816
251	4978	28546
2044	303	20290
4568	2716	17149
4584	1181	10395
253	4545	3209
3478	363	5253
561	177	26182
4919	3940	7191
879	3722	30845
4532	2910	4043
1813	4056	390
3252	418	15410
1482	2275	10759
462	1798	10944
3429	4288	3694
3734	2216	29978
108	104	8114
2632	4946	1677
1936	4132	14399
4063	2636	18070
4761	2926	1843
3407	3666	5150
3937	1622	21610
2792	1317	1431
3962	3690	2529
3758	1025	4295
2027	2796	8252
2562	2421	1325
1938	4950	4141
397	84	19941
1680	2955	7433
962	151	787
3106	3742	22200
3777	4373	1173
188	1514	7436
2811	1930	14227
4673	1437	31757
4648	2482	12098
4507	3308	23772
297	1764	29109
1380	857	1894
4921	3763	19675
1844	926	28671
4298	2657	22618
1699	132	14132
4943	2613	22370
2587	2694	20006
1448	778	1103
60	2567	25999
764	971	26816
2734	111	2292
760	3872	23397
4611	4020	10465
2063	3760	27632
4414	2881	24861
2485	931	13761
754	4164	11522
3784	631	22392
98	4759	27851
2993	1773	29534
508	4562	13359
2792	3894	18835
3933	4788	19529
3758	3897	137
2242	1823	3494
3154	1376	20008
3583	1252	2657
2675	3038	22746
2702	3249	27799
1108	3521	10440
2138	4691	15372
581	4977	28076
1738	1699	16861
185	178	11160
4720	3604	3305
2267	3181	11401
828	2759	5381
4239	3872	29867
1431	4262	14869
144	4786	15256
2144	2978	27475
2507	1968	15453
1732	3222	22395
4077	1395	6440
4549	941	3602
2761	3901	6324
3249	2592	26642
2677	640	15058
2750	4540	27714
2079	1234	23237
4187	3578	10446
2289	4958	12323
962	3476	16359
4339	3939	10314
3592	3177	2057
2478	4679	7017
809	460	8622
660	4090	27511
3117	2094	23462
4876	659	28641
4072	4890	23784
4436	1368	18090
282	4103	11323
452	3224	12237
2591	2954	11527
4698	1818	28297
2382	3688	21363
3119	3511	17809
1235	3258	19292
3655	2061	27574
4754	28	9451
1751	11	10460
682	4668	11871
4291	1613	8426
2990	1337	10378
2777	3478	21767
4765	2920	10582
1814	4952	18932
4279	3803	24289
4539	3042	12765
200	4992	624
2180	209	12210
3630	3117	20653
4570	3004	25203
4586	2930	26643
2309	3284	28854
17	2517	29861
4679	3123	12999
36	885	14102
3263	1606	11990
4241	1184	29216
2571	4838	4680
3937	612	19003
938	4173	959
1415	4489	21292
